Liquid_10dBm_freqs,Liquid_10dBm_s21,Solid_10dBm_freqs,Solid_10dBm_s21,NoNeon_10dBm_freqs,NoNeon_10dBm_s21,Liquid_minus30_freqs,Liquid_minus30_s21,Solid_minus30_freqs,Solid_minus30_s21,NoNeon_minus30_freqs,NoNeon_minus30_s21
2.22632,-22.09070552655764,2.22982,-37.05274455684604,2.22982,-35.149935530393044,2.22632,-38.24760166581044,2.22982,-37.46988458030398,2.22982,-34.83452389566941
2.22634,-22.257743100859365,2.22984,-37.09696464863933,2.22984,-35.20250513921798,2.22634,-39.03524649231318,2.22984,-37.21459507375373,2.22984,-35.0867918414734
2.22636,-22.427146803706908,2.22986,-37.14424877792098,2.22986,-35.26362048610864,2.22636,-38.69046850481355,2.22986,-37.17655888749259,2.22986,-35.1987436110985
2.22638,-22.593451777604983,2.22988,-37.19526827674777,2.22988,-35.31644706282841,2.22638,-38.389220677039965,2.22988,-36.99034888071524,2.22988,-35.44154335554021
2.2264,-22.76000511730196,2.2299,-37.23816040686114,2.2299,-35.375886273450746,2.2264,-38.29638503371781,2.2299,-36.77730264041347,2.2299,-35.26548727644056
2.22642,-22.92630281136508,2.22992,-37.2792892442832,2.22992,-35.426206699905535,2.22642,-38.79982116306649,2.22992,-37.241049127568864,2.22992,-35.47281237022899
2.22644,-23.09231802243893,2.22994,-37.32795781789166,2.22994,-35.48258609226702,2.22644,-38.93467857011211,2.22994,-36.90908765835668,2.22994,-35.40874741608607
2.22646,-23.2570075869841,2.22996,-37.37691869496416,2.22996,-35.53715025484665,2.22646,-38.61663222512127,2.22996,-37.60603323653884,2.22996,-35.464131358138246
2.22648,-23.42127260358723,2.22998,-37.41516870838095,2.22998,-35.59117119020783,2.22648,-38.52198037251864,2.22998,-37.64702216784186,2.22998,-35.53110632374241
2.2265,-23.584311195391177,2.23,-37.46387708130099,2.23,-35.644010792226474,2.2265,-38.59267086667795,2.23,-37.11646998134044,2.23,-35.44534759423023
