Liquid_10dBm_freqs,Liquid_10dBm_s21,Solid_10dBm_freqs,Solid_10dBm_s21,NoNeon_10dBm_freqs,NoNeon_10dBm_s21,Liquid_minus30_freqs,Liquid_minus30_s21,Solid_minus30_freqs,Solid_minus30_s21,NoNeon_minus30_freqs,NoNeon_minus30_s21
2.21972,-38.72613089457192,2.22322,-32.042510464810555,2.22322,-34.293257441981254,2.21972,-28.18504497843483,2.22322,-32.128560608684495,2.22322,-33.939512315600034
2.21974,-38.69376223993362,2.22324,-31.97611627678055,2.22324,-34.24201066375744,2.21974,-27.84459669020389,2.22324,-32.09677446430043,2.22324,-34.51072587258167
2.21976,-38.66440985200509,2.22326,-31.91142257734744,2.22326,-34.19346486855911,2.21976,-27.625244539739448,2.22326,-32.3798524106578,2.22326,-34.25017308930439
2.21978,-38.63928576295816,2.22328,-31.84718703692453,2.22328,-34.147049774957175,2.21978,-27.514803278849417,2.22328,-31.925294006266608,2.22328,-34.211252711439535
2.2198,-38.61042671637479,2.2233,-31.781255823161704,2.2233,-34.09657292154556,2.2198,-27.346946683557825,2.2233,-31.8429127431499,2.2233,-34.05666058648444
2.21982,-38.590360403430935,2.22332,-31.71831541472356,2.22332,-34.04600008805084,2.21982,-27.20589879207742,2.22332,-31.66724164015509,2.22332,-34.570532446919835
2.21984,-38.55940695479164,2.22334,-31.645583628048616,2.22334,-33.99799348422509,2.21984,-27.244076751713315,2.22334,-31.47925944156821,2.22334,-34.188357755463
2.21986,-38.537045323132055,2.22336,-31.57974641988034,2.22336,-33.94788070608087,2.21986,-27.19979731585384,2.22336,-31.48300248360593,2.22336,-33.847362516331145
2.21988,-38.50810127938445,2.22338,-31.51307551324897,2.22338,-33.89863342970405,2.21988,-27.084699409171048,2.22338,-31.769497516342103,2.22338,-33.76941150244535
2.2199,-38.47649243271248,2.2234,-31.446255959072296,2.2234,-33.84707645376715,2.2199,-26.840326601950256,2.2234,-31.54966723753853,2.2234,-33.71043392557346
2.21992,-38.45054881341505,2.22342,-31.374540843928123,2.22342,-33.79562766000439,2.21992,-26.751823956066897,2.22342,-31.437113616619577,2.22342,-33.90872140614033
2.21994,-38.4245604203112,2.22344,-31.30383687322944,2.22344,-33.741958029127844,2.21994,-26.73053357632123,2.22344,-31.424140727134223,2.22344,-33.248335927401776
2.21996,-38.398692287806384,2.22346,-31.231033980421813,2.22346,-33.6917367498549,2.21996,-26.59967934215113,2.22346,-31.189987968016176,2.22346,-33.71840951038129
2.21998,-38.36259071861154,2.22348,-31.161495287743783,2.22348,-33.63950908927763,2.21998,-26.485507661253493,2.22348,-31.67633147464182,2.22348,-33.472183370724714
2.22,-38.339670112941725,2.2235,-31.09332788202138,2.2235,-33.58547890697524,2.22,-26.210519145718862,2.2235,-31.28975334249885,2.2235,-33.41916716058985
2.22002,-38.3114956669114,2.22352,-31.018426829795487,2.22352,-33.531501270966814,2.22002,-26.10859539245734,2.22352,-31.10875213318122,2.22352,-33.45392729704653
2.22004,-38.28238726389635,2.22354,-30.94455466044673,2.22354,-33.48065326243596,2.22004,-26.149953030894302,2.22354,-31.00693703301556,2.22354,-33.56948440172306
2.22006,-38.25486841923389,2.22356,-30.87258395103832,2.22356,-33.42666492847257,2.22006,-25.87718280160005,2.22356,-31.19908789226773,2.22356,-33.616082317952866
2.22008,-38.225813970397255,2.22358,-30.79805158958459,2.22358,-33.36998145998709,2.22008,-25.865733104174677,2.22358,-30.65283547083547,2.22358,-33.478430308200416
2.2201,-38.19766347301847,2.2236,-30.721895844359267,2.2236,-33.315709172058725,2.2201,-25.76856829510461,2.2236,-30.759927964277217,2.2236,-33.47566433234433
2.22012,-38.17086125144932,2.22362,-30.644741354819857,2.22362,-33.26211169899315,2.22012,-25.52021520760353,2.22362,-30.60448891927832,2.22362,-33.46771490258681
2.22014,-38.13857908899988,2.22364,-30.56705396063688,2.22364,-33.205883558008445,2.22014,-25.43012015606687,2.22364,-30.628901989023664,2.22364,-33.30285043909757
2.22016,-38.11173699696676,2.22366,-30.49116645545218,2.22366,-33.152234839336124,2.22016,-25.263313761177827,2.22366,-30.688813940115192,2.22366,-33.34883889586981
2.22018,-38.08111657999651,2.22368,-30.41036637567716,2.22368,-33.09490791847027,2.22018,-25.18340584638633,2.22368,-30.57969179989402,2.22368,-33.42787027743589
2.2202,-38.05283208344728,2.2237,-30.33402731744377,2.2237,-33.04013027090691,2.2202,-25.05008022529283,2.2237,-30.5520300195605,2.2237,-33.25381809228422
2.22022,-38.02541915224889,2.22372,-30.25120757897493,2.22372,-32.98071004394472,2.22022,-24.793806265486023,2.22372,-30.487564520824066,2.22372,-32.527815549828354
2.22024,-37.99834409679745,2.22374,-30.17099234087862,2.22374,-32.92368073877104,2.22024,-24.50288061624478,2.22374,-30.188281844945397,2.22374,-32.94122334320392
2.22026,-37.96579374151014,2.22376,-30.08809201794801,2.22376,-32.865243039950165,2.22026,-24.600242507923863,2.22376,-30.2848855629949,2.22376,-32.74638548715351
2.22028,-37.9371962289368,2.22378,-30.00864097497836,2.22378,-32.808237862552964,2.22028,-24.310227130526,2.22378,-30.041875916219816,2.22378,-32.6894068854713
2.2203,-37.90940822381572,2.2238,-29.92266482383437,2.2238,-32.74731575930665,2.2203,-24.35482421374862,2.2238,-30.238362931761195,2.2238,-32.7978890428696
2.22032,-37.877432401630486,2.22382,-29.83816297144918,2.22382,-32.68636697451841,2.22032,-24.254665943749725,2.22382,-30.17121560495827,2.22382,-32.78251674045708
2.22034,-37.844132761044165,2.22384,-29.75471023088968,2.22384,-32.62968928708879,2.22034,-23.899482096776627,2.22384,-29.804793870288982,2.22384,-32.839050869259005
2.22036,-37.81528517440304,2.22386,-29.66595962565302,2.22386,-32.57010872811516,2.22036,-23.716661609140736,2.22386,-29.875803143332117,2.22386,-32.70757007879758
2.22038,-37.7863706116285,2.22388,-29.580627886810383,2.22388,-32.50865223067933,2.22038,-23.63004822157647,2.22388,-29.6524075730028,2.22388,-32.75985794513292
2.2204,-37.755240086767,2.2239,-29.491408959470284,2.2239,-32.44697702501093,2.2204,-23.469430114238484,2.2239,-29.70798970778312,2.2239,-32.592156646628354
2.22042,-37.72257836799314,2.22392,-29.40062976292132,2.22392,-32.38676871366249,2.22042,-23.195729627850557,2.22392,-29.50200119047725,2.22392,-32.36447632392612
2.22044,-37.69863992872963,2.22394,-29.31100547140556,2.22394,-32.32423535665556,2.22044,-23.07335694649981,2.22394,-29.212982053316207,2.22394,-32.576830923891194
2.22046,-37.66472533884591,2.22396,-29.220088601373163,2.22396,-32.25941948431107,2.22046,-22.870232902592576,2.22396,-29.3147803595641,2.22396,-32.45806281790156
2.22048,-37.63656969030395,2.22398,-29.12838966115036,2.22398,-32.197582324170725,2.22048,-22.70526927005357,2.22398,-29.089587833071796,2.22398,-32.113718922178315
2.2205,-37.59891155702147,2.224,-29.032154975851878,2.224,-32.13579798667071,2.2205,-22.653787581216477,2.224,-28.89177231974748,2.224,-32.04421760940309
2.22052,-37.57116903575916,2.22402,-28.93665339021865,2.22402,-32.06700836639858,2.22052,-22.3977878720208,2.22402,-28.946591743607843,2.22402,-32.39434880712169
2.22054,-37.541367410151736,2.22404,-28.84444455355667,2.22404,-32.00460342543643,2.22054,-22.15349885303608,2.22404,-28.817200916053157,2.22404,-32.26183780569614
2.22056,-37.51313312654512,2.22406,-28.74640160141489,2.22406,-31.939266446642318,2.22056,-21.99695017157842,2.22406,-28.69129288547208,2.22406,-31.95231971920803
2.22058,-37.479972168570974,2.22408,-28.647724531802528,2.22408,-31.873878269964894,2.22058,-21.828699008438072,2.22408,-28.729037295488965,2.22408,-31.924983194310578
2.2206,-37.44966502775587,2.2241,-28.545627231834978,2.2241,-31.80633224059189,2.2206,-21.546726585983087,2.2241,-28.612056088081754,2.2241,-31.96713706691492
2.22062,-37.42018174714517,2.22412,-28.445624206948047,2.22412,-31.73965961176373,2.22062,-21.384687096614616,2.22412,-28.445369657493668,2.22412,-31.92345603055512
2.22064,-37.38480540695598,2.22414,-28.34387793851356,2.22414,-31.672451715056653,2.22064,-21.1752415307906,2.22414,-28.468391943233264,2.22414,-31.73981843207177
2.22066,-37.35212716698605,2.22416,-28.241509608234505,2.22416,-31.60352195220724,2.22066,-20.856072106513658,2.22416,-28.481422752475275,2.22416,-31.5049010461022
2.22068,-37.31941618415516,2.22418,-28.13638026521627,2.22418,-31.53445300721668,2.22068,-20.60413659426965,2.22418,-28.103833608106523,2.22418,-31.69981402253104
2.2207,-37.28791897290903,2.2242,-28.027670342250055,2.2242,-31.464382940296023,2.2207,-20.37546754003012,2.2242,-28.13685876242664,2.2242,-31.660119741127
2.22072,-37.25802027477022,2.22422,-27.91932298860914,2.22422,-31.395626268034075,2.22072,-20.16562756856784,2.22422,-27.951502848544425,2.22422,-31.91228049697373
2.22074,-37.22481135837052,2.22424,-27.81158788049861,2.22424,-31.324646461678498,2.22074,-19.900011773895724,2.22424,-28.00936054513563,2.22424,-31.29232718597654
2.22076,-37.18950426680958,2.22426,-27.701827625331823,2.22426,-31.25229868133976,2.22076,-19.68341782544852,2.22426,-27.84483021551445,2.22426,-31.23841915920693
2.22078,-37.15780706856314,2.22428,-27.58652198489399,2.22428,-31.182169936689405,2.22078,-19.37894473247048,2.22428,-27.656223390191187,2.22428,-31.32292562316156
2.2208,-37.12630324200074,2.2243,-27.470607003662817,2.2243,-31.10799135236201,2.2208,-19.14375656032153,2.2243,-27.6199662954772,2.2243,-31.02723746762188
2.22082,-37.08733622529443,2.22432,-27.354993386934467,2.22432,-31.035109707848704,2.22082,-18.907283551786545,2.22432,-27.404526766097224,2.22432,-30.65388142827535
2.22084,-37.05791664029242,2.22434,-27.236890531431005,2.22434,-30.962316439624352,2.22084,-18.620676607481343,2.22434,-27.549433975654303,2.22434,-31.06698073710485
2.22086,-37.02319912871716,2.22436,-27.11625294866017,2.22436,-30.886584057197176,2.22086,-18.27555014012656,2.22436,-27.49089978435909,2.22436,-30.828701315846057
2.22088,-36.99249495960372,2.22438,-26.99471132193401,2.22438,-30.81269219088623,2.22088,-17.913761169693426,2.22438,-27.201736688357453,2.22438,-30.9897232189114
2.2209,-36.95520094387292,2.2244,-26.869069102619257,2.2244,-30.733945307652597,2.2209,-17.66660342597671,2.2244,-27.15926616425326,2.2244,-30.784027354681
2.22092,-36.923365416205776,2.22442,-26.743384040096743,2.22442,-30.66001892076684,2.22092,-17.363682442989685,2.22442,-26.84248553010704,2.22442,-30.823842309739412
2.22094,-36.8915572635241,2.22444,-26.61603070595609,2.22444,-30.57916081911953,2.22094,-17.05667281964978,2.22444,-26.91584718100708,2.22444,-30.866858098910267
2.22096,-36.85471847320146,2.22446,-26.48495809031156,2.22446,-30.50159829836264,2.22096,-16.707565124290674,2.22446,-26.531962322895048,2.22446,-30.38923653001423
2.22098,-36.81362293326293,2.22448,-26.35054125810452,2.22448,-30.42141181453652,2.22098,-16.359350306424478,2.22448,-26.64396650495236,2.22448,-30.287949210550007
2.221,-36.78633961978556,2.2245,-26.21577656739189,2.2245,-30.341672512246117,2.221,-16.059567039743527,2.2245,-26.6631766424588,2.2245,-30.57279165550452
2.22102,-36.74907020938622,2.22452,-26.077241211169703,2.22452,-30.260052461423047,2.22102,-15.682656609284557,2.22452,-26.386038400485987,2.22452,-30.43495211601476
2.22104,-36.712893707422296,2.22454,-25.937613021321383,2.22454,-30.17806928623472,2.22104,-15.276205433901694,2.22454,-26.324408500527984,2.22454,-30.26289726099977
2.22106,-36.678755556785646,2.22456,-25.79232830921328,2.22456,-30.095035941606227,2.22106,-14.898369290855491,2.22456,-26.100517329988403,2.22456,-30.37314669016866
2.22108,-36.64344029835301,2.22458,-25.645299100443214,2.22458,-30.013206957303797,2.22108,-14.425899689979133,2.22458,-25.946800691555595,2.22458,-30.07707490482721
2.2211,-36.61163557403632,2.2246,-25.49634256241593,2.2246,-29.92604343126208,2.2211,-14.037512986202572,2.2246,-25.751223750659683,2.2246,-29.857402524341516
2.22112,-36.57336380433009,2.22462,-25.342339527952905,2.22462,-29.843316406434223,2.22112,-13.604656973719909,2.22462,-25.61410755458281,2.22462,-30.089301803142558
2.22114,-36.53799215302821,2.22464,-25.186201481946767,2.22464,-29.75537885575357,2.22114,-13.232367511471404,2.22464,-25.619181632011745,2.22464,-29.822482359329264
2.22116,-36.50145072344564,2.22466,-25.02637687590612,2.22466,-29.666698976460232,2.22116,-12.79466287122908,2.22466,-25.42504131592484,2.22466,-29.637569061865868
2.22118,-36.46408715620326,2.22468,-24.85916530918376,2.22468,-29.58032275071356,2.22118,-12.355328703647322,2.22468,-25.263233177367344,2.22468,-29.73069646497004
2.2212,-36.42582520657019,2.2247,-24.69239523833233,2.2247,-29.48931182328281,2.2212,-11.92259836476127,2.2247,-25.11999576025333,2.2247,-29.676001599832983
2.22122,-36.39153471829673,2.22472,-24.5190002178522,2.22472,-29.39998692881065,2.22122,-11.587485696351894,2.22472,-24.98171066496961,2.22472,-29.65326668455806
2.22124,-36.35781856414218,2.22474,-24.34053895731088,2.22474,-29.306777387695483,2.22124,-11.183831499488315,2.22474,-24.90810563074531,2.22474,-29.43739430112048
2.22126,-36.31977905606653,2.22476,-24.158937301936504,2.22476,-29.21710566377229,2.22126,-10.841420235033985,2.22476,-24.625284779100017,2.22476,-29.366286091228147
2.22128,-36.28347426536959,2.22478,-23.96966630022162,2.22478,-29.12313909232324,2.22128,-10.510212274116157,2.22478,-24.547800805014525,2.22478,-29.088989172184743
2.2213,-36.24475997732251,2.2248,-23.774768609648632,2.2248,-29.02459828360572,2.2213,-10.28861201728856,2.2248,-24.192768713067583,2.2248,-29.03386795829807
2.22132,-36.20421632456159,2.22482,-23.57379394295442,2.22482,-28.93003116412414,2.22132,-10.132055299556164,2.22482,-24.15088894166752,2.22482,-29.00386055916889
2.22134,-36.17013138680336,2.22484,-23.36481089932398,2.22484,-28.83205584005122,2.22134,-10.016330392837649,2.22484,-24.002737935197707,2.22484,-29.12137868051407
2.22136,-36.1317637150857,2.22486,-23.14918375429789,2.22486,-28.73261822363352,2.22136,-10.036859210486137,2.22486,-23.851009019321413,2.22486,-28.943181697228137
2.22138,-36.09438543426348,2.22488,-22.922584360522904,2.22488,-28.635341120371702,2.22138,-10.111878812375874,2.22488,-23.785030253359054,2.22488,-28.855123919791662
2.2214,-36.05405889809069,2.2249,-22.686625360526147,2.2249,-28.53187009571392,2.2214,-10.244495481355749,2.2249,-23.51327091193557,2.2249,-28.686190535735214
2.22142,-36.01741799834802,2.22492,-22.44008321657228,2.22492,-28.430973473521675,2.22142,-10.462942968577112,2.22492,-23.31298320617733,2.22492,-28.41726005336849
2.22144,-35.97702408610594,2.22494,-22.180048234423204,2.22494,-28.32581875844689,2.22144,-10.738351517987573,2.22494,-23.070157687472225,2.22494,-28.403723520184872
2.22146,-35.94188054829472,2.22496,-21.901578516788184,2.22496,-28.22139448147848,2.22146,-11.07234397571343,2.22496,-22.96509610018056,2.22496,-28.437815631913143
2.22148,-35.899086229265535,2.22498,-21.607102661082884,2.22498,-28.11418241155439,2.22148,-11.432540381013114,2.22498,-22.728047058752875,2.22498,-28.3032265566543
2.2215,-35.86103909188738,2.225,-21.284987335509133,2.225,-28.005334005604983,2.2215,-11.82992196807205,2.225,-22.58724578703316,2.225,-28.23583781798961
2.22152,-35.820260917234314,2.22502,-20.934102777716465,2.22502,-27.89410286254123,2.22152,-12.250825834438094,2.22502,-22.35437968153498,2.22502,-27.978821692833897
2.22154,-35.7814512023863,2.22504,-20.53838537733025,2.22504,-27.78241322828025,2.22154,-12.662252130533428,2.22504,-22.137259399047,2.22504,-28.07529006934924
2.22156,-35.74426620878773,2.22506,-20.079079408680723,2.22506,-27.6713935453668,2.22156,-13.113198557600176,2.22506,-21.901975819494805,2.22506,-27.82589819961548
2.22158,-35.70358723490608,2.22508,-19.52205059447213,2.22508,-27.553308572137585,2.22158,-13.550938948826843,2.22508,-21.66493810412653,2.22508,-27.799148199245515
2.2216,-35.65952444895778,2.2251,-18.860961897634027,2.2251,-27.435216838437523,2.2216,-13.953663697039794,2.2251,-21.504632563686904,2.2251,-27.594010663368177
2.22162,-35.62483090197578,2.22512,-18.316454093327515,2.22512,-27.320230162940216,2.22162,-14.365077170097369,2.22512,-21.23404252904464,2.22512,-27.67149854921305
2.22164,-35.58482044948516,2.22514,-17.998298129884688,2.22514,-27.19912243594136,2.22164,-14.806610567792928,2.22514,-20.997939391007613,2.22514,-27.425028222424288
2.22166,-35.54315024297887,2.22516,-17.809606123525587,2.22516,-27.07644441085931,2.22166,-15.212351825150952,2.22516,-20.775281581857136,2.22516,-27.350470967123112
2.22168,-35.50027501776836,2.22518,-17.686909095044683,2.22518,-26.95150788786504,2.22168,-15.588507545659011,2.22518,-20.538069669136814,2.22518,-27.22610178645777
2.2217,-35.457512427753656,2.2252,-17.60474736276009,2.2252,-26.824143416468274,2.2217,-15.951519949723812,2.2252,-20.26121292457825,2.2252,-27.13439788113423
2.22172,-35.41713888178046,2.22522,-17.54500202692702,2.22522,-26.69624839950904,2.22172,-16.319960501092307,2.22522,-20.04736718889165,2.22522,-27.062488367853494
2.22174,-35.375401836647285,2.22524,-17.501395605910893,2.22524,-26.563818411234653,2.22174,-16.720626136324256,2.22524,-19.82351515483984,2.22524,-26.74809829734951
2.22176,-35.33412613170099,2.22526,-17.468647419232283,2.22526,-26.428244438706056,2.22176,-17.009886412173984,2.22526,-19.481751293173748,2.22526,-26.591748799484225
2.22178,-35.29106642460131,2.22528,-17.447627733295466,2.22528,-26.293763965029623,2.22178,-17.377758541106886,2.22528,-19.20048123918057,2.22528,-26.51881453968157
2.2218,-35.248558841048016,2.2253,-17.434737470086233,2.2253,-26.154628248426462,2.2218,-17.659833735313015,2.2253,-18.91852814065063,2.2253,-26.410504793188103
2.22182,-35.20393953282848,2.22532,-17.427914929859217,2.22532,-26.010777208843898,2.22182,-17.99275201787419,2.22532,-18.64206585641807,2.22532,-26.36921175606131
2.22184,-35.16640283090936,2.22534,-17.424712344761847,2.22534,-25.867281924319435,2.22184,-18.374582001197524,2.22534,-18.345665868156736,2.22534,-26.317174425556573
2.22186,-35.12341607555581,2.22536,-17.427403067821107,2.22536,-25.72042017868315,2.22186,-18.65212637811087,2.22536,-18.0024887702014,2.22536,-26.1100277045275
2.22188,-35.0762760844062,2.22538,-17.43434888075303,2.22538,-25.56843647851945,2.22188,-18.905651167419585,2.22538,-17.660299826697138,2.22538,-26.012913881903263
2.2219,-35.03740093169918,2.2254,-17.44396304667192,2.2254,-25.41571719872881,2.2219,-19.23801100072166,2.2254,-17.352921517729257,2.2254,-25.72018524103978
2.22192,-34.99149150690227,2.22542,-17.457531585661844,2.22542,-25.25721725509111,2.22192,-19.500483507543187,2.22542,-16.994704210799966,2.22542,-25.689730302233933
2.22194,-34.945254977063655,2.22544,-17.472869965062785,2.22544,-25.09513906978708,2.22194,-19.64348332532501,2.22544,-16.623607210358216,2.22544,-25.43544705723386
2.22196,-34.89738163884404,2.22546,-17.490887444855556,2.22546,-24.929817035559584,2.22196,-20.024232763694386,2.22546,-16.313192596053142,2.22546,-25.433362384323004
2.22198,-34.85150492070296,2.22548,-17.512487977260427,2.22548,-24.759302064168764,2.22198,-20.228280956832755,2.22548,-15.923179737538774,2.22548,-25.247141159536877
2.222,-34.80801288034072,2.2255,-17.537953770988967,2.2255,-24.58472781510329,2.222,-20.57048097483396,2.2255,-15.535536341334232,2.2255,-24.90108920951853
2.22202,-34.76425478554804,2.22552,-17.564655894505567,2.22552,-24.406741046373824,2.22202,-20.83582672554189,2.22552,-15.122854478963742,2.22552,-24.98133010535917
2.22204,-34.719294387907055,2.22554,-17.592939387133928,2.22554,-24.2212132112233,2.22204,-20.97289240933964,2.22554,-14.689735696908423,2.22554,-24.870016987644924
2.22206,-34.67238255301415,2.22556,-17.623774535222296,2.22556,-24.029938175312047,2.22206,-21.227497898467924,2.22556,-14.237479833268834,2.22556,-24.605837314985877
2.22208,-34.62651057870635,2.22558,-17.658718829306984,2.22558,-23.83449050686224,2.22208,-21.465293604591277,2.22558,-13.832369614023916,2.22558,-24.355039324015287
2.2221,-34.57912843906199,2.2256,-17.695594252995278,2.2256,-23.63160888505848,2.2221,-21.856893832435546,2.2256,-13.4022646870236,2.2256,-24.275178392076093
2.22212,-34.53565524357477,2.22562,-17.733331408722425,2.22562,-23.41857688163039,2.22212,-21.99661713356824,2.22562,-12.975533149552444,2.22562,-24.024503030721263
2.22214,-34.487679785447604,2.22564,-17.77354845852435,2.22564,-23.200055310691116,2.22214,-22.10461820305973,2.22564,-12.524261161745798,2.22564,-23.98130594754782
2.22216,-34.43624449835336,2.22566,-17.817877414728116,2.22566,-22.97155621857296,2.22216,-22.268579902402053,2.22566,-12.108376655987165,2.22566,-23.7212933866757
2.22218,-34.390968777149304,2.22568,-17.86499782263824,2.22568,-22.730650316082084,2.22218,-22.58672111106557,2.22568,-11.68056830293346,2.22568,-23.535711113773885
2.2222,-34.343007272020635,2.2257,-17.913406908478198,2.2257,-22.478727419406308,2.2222,-22.72232810972301,2.2257,-11.292386971577033,2.2257,-23.419980291028303
2.22222,-34.29541548395719,2.22572,-17.963360420557947,2.22572,-22.210326763786732,2.22222,-22.92797170049885,2.22572,-10.938941965338875,2.22572,-23.361586648608647
2.22224,-34.24627528876607,2.22574,-18.017335511525165,2.22574,-21.927151927715155,2.22224,-23.19250645681407,2.22574,-10.625833059072802,2.22574,-23.04195610828585
2.22226,-34.19703040223554,2.22576,-18.07406488697191,2.22576,-21.62121773502464,2.22226,-23.311489831231228,2.22576,-10.40342383939736,2.22576,-22.86550924264219
2.22228,-34.150985901790364,2.22578,-18.134721548544945,2.22578,-21.287490226848604,2.22228,-23.59276863892667,2.22578,-10.220883501719806,2.22578,-22.66036237371713
2.2223,-34.10160108950119,2.2258,-18.19795702790163,2.2258,-20.919420084323267,2.2223,-23.73210776581161,2.2258,-10.118023916513012,2.2258,-22.491013023394544
2.22232,-34.04851735600545,2.22582,-18.26279144815936,2.22582,-20.49724519669365,2.22232,-23.856703653285503,2.22582,-10.138287279542087,2.22582,-22.271331246100235
2.22234,-33.998383924729374,2.22584,-18.332017681969024,2.22584,-19.99764783007847,2.22234,-24.105923014544075,2.22584,-10.20897714617936,2.22584,-22.03208827943761
2.22236,-33.94977993589556,2.22586,-18.406024308558912,2.22586,-19.377429947042334,2.22236,-24.18349663011772,2.22586,-10.388633405079617,2.22586,-21.84678919667355
2.22238,-33.89923110133522,2.22588,-18.481760686320182,2.22588,-18.70804869906314,2.22238,-24.44529922258728,2.22588,-10.633604236194335,2.22588,-21.63565407809521
2.2224,-33.84728619920862,2.2259,-18.560460387819035,2.2259,-18.25578738702946,2.2224,-24.524791868967878,2.2259,-10.961922684606488,2.2259,-21.373145422494165
2.22242,-33.799089314897245,2.22592,-18.64417688390203,2.22592,-18.001417019729683,2.22242,-24.81071412246656,2.22592,-11.328341317891788,2.22592,-21.146584754121864
2.22244,-33.74580415912904,2.22594,-18.731517416544744,2.22594,-17.84934920500288,2.22244,-24.75805412851488,2.22594,-11.728016359562387,2.22594,-20.924249046952852
2.22246,-33.69132557457142,2.22596,-18.821908295527354,2.22596,-17.74914341034746,2.22246,-24.871403797112094,2.22596,-12.115862883856488,2.22596,-20.71349442624709
2.22248,-33.63884780025502,2.22598,-18.91803692017881,2.22598,-17.67924688984606,2.22248,-25.068731199349838,2.22598,-12.579144535282111,2.22598,-20.448142822201515
2.2225,-33.58692926210472,2.226,-19.014934101343496,2.226,-17.630134656732658,2.2225,-25.307096024910013,2.226,-12.993253836093697,2.226,-20.164063513649797
2.22252,-33.53464676109236,2.22602,-19.119593919277257,2.22602,-17.596455110039265,2.22252,-25.41401635419564,2.22602,-13.479206035525715,2.22602,-19.9776212446022
2.22254,-33.48014737033568,2.22604,-19.22633639294729,2.22604,-17.575461223946945,2.22254,-25.59296575151152,2.22604,-13.8872842614031,2.22604,-19.63275223451962
2.22256,-33.42576288900412,2.22606,-19.338683629265763,2.22606,-17.560053787475034,2.22256,-25.799355032124545,2.22606,-14.401207747107234,2.22606,-19.30801410233852
2.22258,-33.37214645228493,2.22608,-19.454535601263316,2.22608,-17.553343273853613,2.22258,-25.834143234251343,2.22608,-14.788138735332002,2.22608,-19.111507765276038
2.2226,-33.31682180783374,2.2261,-19.574027532772515,2.2261,-17.554047686635734,2.2226,-25.8966367309494,2.2261,-15.22262564490047,2.2261,-18.81400821267609
2.22262,-33.26396279355362,2.22612,-19.69869931826328,2.22612,-17.556955407020098,2.22262,-26.197096814743265,2.22612,-15.595018229022315,2.22612,-18.455984801064
2.22264,-33.20524033015885,2.22614,-19.82703554977768,2.22614,-17.56437976733387,2.22264,-26.16541153478804,2.22614,-15.962999704409542,2.22614,-18.13310153425269
2.22266,-33.15383770761416,2.22616,-19.958530036104413,2.22616,-17.575825437984587,2.22266,-26.522716020054244,2.22616,-16.426927747353385,2.22616,-17.866521523762188
2.22268,-33.09163727257564,2.22618,-20.094546984644435,2.22618,-17.59117086352214,2.22268,-26.65631800180688,2.22618,-16.717395782531256,2.22618,-17.48420686220518
2.2227,-33.0395251292688,2.2262,-20.232832385692955,2.2262,-17.60882305193775,2.2227,-26.70207432636424,2.2262,-17.10238984355977,2.2262,-17.1305477384437
2.22272,-32.98288518414604,2.22622,-20.376237291162557,2.22622,-17.629250113412496,2.22272,-26.83850125771013,2.22622,-17.494834734288066,2.22622,-16.821673568079646
2.22274,-32.92476768298646,2.22624,-20.525262520902828,2.22624,-17.652066936640033,2.22274,-26.863080071872183,2.22624,-17.849611146410044,2.22624,-16.487848090524714
2.22276,-32.8686415999262,2.22626,-20.673718380322292,2.22626,-17.677594998047375,2.22276,-27.00922040179176,2.22626,-18.09433771331935,2.22626,-16.044589366412765
2.22278,-32.80880462397058,2.22628,-20.82616009179619,2.22628,-17.70556267153164,2.22278,-27.329036213803416,2.22628,-18.496568628930437,2.22628,-15.721511682668758
2.2228,-32.751433176422594,2.2263,-20.980212427322943,2.2263,-17.735496783212604,2.2228,-27.26101384806416,2.2263,-18.75607129225324,2.2263,-15.279524246170084
2.22282,-32.68796993112544,2.22632,-21.137308938667104,2.22632,-17.767436459290472,2.22282,-27.459653853258946,2.22632,-19.071844881285912,2.22632,-14.873604260905797
2.22284,-32.63022693171263,2.22634,-21.29694665663216,2.22634,-17.803790215925204,2.22284,-27.567710836270344,2.22634,-19.36949252706012,2.22634,-14.470042271961765
2.22286,-32.57132345036372,2.22636,-21.456953499591705,2.22636,-17.840530796435793,2.22286,-27.502121443173976,2.22636,-19.657851694103524,2.22636,-13.99478678961959
2.22288,-32.508795240507624,2.22638,-21.61838101616245,2.22638,-17.878744714561602,2.22288,-27.69387967595712,2.22638,-19.98150279800881,2.22638,-13.546673684574738
2.2229,-32.449288529788774,2.2264,-21.78210421920828,2.2264,-17.92064788267522,2.2229,-27.72162234133921,2.2264,-20.21323476536935,2.2264,-13.151462306604566
2.22292,-32.386795259873786,2.22642,-21.94551798087394,2.22642,-17.96317089520996,2.22292,-28.048843879369898,2.22642,-20.43556154646863,2.22642,-12.721140753989708
2.22294,-32.32311516583625,2.22644,-22.11135286731992,2.22644,-18.011132154500917,2.22294,-28.19390678319666,2.22644,-20.81427220117055,2.22644,-12.237246884071062
2.22296,-32.26094380476661,2.22646,-22.27476334570721,2.22646,-18.05731992849246,2.22296,-28.266202619564517,2.22646,-21.042722607018256,2.22646,-11.853512060121687
2.22298,-32.198299671240854,2.22648,-22.439174325002128,2.22648,-18.108622132201088,2.22298,-28.43563233660969,2.22648,-21.290487325568375,2.22648,-11.440385742517584
2.223,-32.135359853877496,2.2265,-22.60576335317274,2.2265,-18.163663673693307,2.223,-28.407949359344965,2.2265,-21.484425787068304,2.2265,-11.081194413314526
